name,review,rating
Fisher-Price Rainforest Healthy Care High Chair,"This is the best high chair. It is easy to assemble, easy to keep clean, and very safe. No chance for it to tip over. It is also the only high chair that I know of that comes with the extra toys that this one comes with. I had this for my son 5 years ago and I liked it so much I bought another one for my newest baby. Excellent purchase!",5
"Munchkin Stroller Links, Black","Ok, but not  as I expected.I had these type of strollers for my twins 35yrs ago.mine were sturdier,hard plastic/rubber and they were screwed on.these are flimsy,and when the strollers are folded,they are all over the place.The old ones laid flat and held them rigid and flat for storing. They'll do for the grandparents house. I wouldn't be happy with them everyday.",3
Fisher-Price Deluxe Jumperoo,"My son is one of those high maintenece babies.  We spend a lot of time entertaining him!  He loves his jumperoo.  (He's four months) He'll start to cry and fuss, so I stick him in there and yeah - he quiets down and starts to jump!  He'll stay in there for ten minutes at a time, but for a child who gets bored very easily, it's a lifetime for mommy and daddy!",5
Sassy Wonder Wheel,"I searched for this after I saw my friend had it. It's perfect for the diaper bag since it suctions to tables. It makes noise, but isn't too loud for restaurants with the balls that roll around.",5
"Bumbleride Flyer Reversible Handle Stroller with 7&quot; Wheels, Ruby","I originally bought Chicco travel system.  I hated how bulky and heavy it was.  I wish that I would have gotten the bumbleride flyer right away.Bumbleride Flyer has convertible handles and switching literally takes 3 seconds.  You can switch it from front to back and vice versa anywhere, even when the baby is in the stroller.  MyChicco Keyfit 30 car seat fits in this stroller.  The stroller fully reclines.  The foot rest can be raised.  The basket is large and fits my large diaper bag and other stuff.  The canopy is really huge.  The handles are adjustable, so pushing is comfortable for my husband, who is tall, and me. In addition, we were able to take this stoller on a plane with us (well, check it at the gate), rather than check it in with the luggage, since it is not huge.  The stoller comes with the cupholder, the rain shield, and the part that should be used when you put a car seat in it.  These things don't come with other strollers in this price range.  It folds and unfolds pretty easily.Now a few cons to this stoller....Since I got the lava black color (my husband pushed for this color, I wanted the red one :)), is that it gets dirty pretty quickly.  You can see all the stains.  However, I just take the seat off and throw it in the washer (I could not do this with my old stroller).  I don't dry it in the dryer, but it dries over night.  The stoller does not ride best on gravel or sand. Another thing is that folding and unfolding is not as easy as on the City Mini, however everything else compensates for this.I highly recommend this stroller. It is the best alternative to other $600-$900 stollers.  You really get a lot for your money here.",5
Ferrari F1 Baby Walker in Red,great my son likes it good quality looks awesome easy to put together very lite it is truly Ferrari of walkers,5
"Harmony Olympian Youth Booster Car Seat, Black Tech","We needed car seats for twins and this was our third one we have gone thru. First there was newborn (they grew out of those), then toddler (they grew out of those) and then we could these. They are easy in/out, comfortable, stable - and they are the only one we found that had a seat that was a little wider than most making them last. The twins are now 7 and still need a booster and they can still sit comfortably in these.",4
"Kalencom Laminated Buckle Bag, Multi Paisley Watermelon","I had this same bag with my son, but in a different print...it lasted so well and I loved it! I know this bag will also hold up well for my little girl! Worth the money!:)",5
"Skip Hop Wall Decals, Treetop Friends","These are fantastic.  Feel confident buying these large, lovely, lively letters.These will add to whimsy and education to your nursery walls.They have relaxed colors so they don't feel &#34;babyish&#34; and &#34;goofy&#34;.Both you and your babe will enjoy looking at these.A great way to interact with your baby by pointing at a letter and describing the animal or reciting the letter.Sticks to the wall easily on matte paint.  Hasn't fallen off and it's been on for months.  From 62F to 72F.",5
BananaFish Love Bird Blanket,"Bought this before my 2 1/5 year old grand daughter was born, it was part of her bedroom ensemble. She has always left it at my house and it is her favorite whenever she's here. Still soft and pretty, not faded after many washings.",5
Graco Bumper Jumper in Little Jungle,"Our 5 month old looooves this. It is easy to set up & transport. Very secure & safe, highly recommend it!",5
"Baby Starters Textured Dot Blanket with Satin Trim, White","The fabric inside is more like silk so it slides easily, might be too hot for covering the baby all the time.",3
Fisher-Price Discover 'n Grow Moonbeam Dreams Soother,I ordered this product for my 5 month old daughter for Christmas and she LOVES it.  The soother is just the right amount of light that changes and lights up in different sequences.  The little bear gentle swings back and forth and is very effective in getting her to sleep pretty quickly. The sound also has two volume levels which is good because I like the music to be very soft.  The only potential problem is the strap that attatchs the soother to the crib is not very long so beware if you have a crib with very thick railings.,4
"Safety 1st Emery Boards and Travel Case, 10-Count",it does the job but let than half the size of a regular emery board its so small I laughed out loud when I saw it. Great product for a baby though guess I should have read more closely,4
Baby Einstein Take Along Tunes,"My daughter is almost 3 months old, and is a little young for most of the toys we have.  However, this toy is a huge hit with her!  It always produces a smile when we start playing with it.  She will just stare at the lights for a long time, smiling, cooing, and kicking her legs because she loves it so much.  Best toy purchase we have made yet!",5
Jeep Travel System Weather Shield,"My husband and I purchased this for an adopted family this past christmas.  It was for a single mom pregnant with twins.  So as far as the actual use/durability of the item, I am not sure.  However, the idea of this item was great.",5
Hello Kitty Plush Doll with Fleece Blanket,The Kitty is perfect in size and very plush and the blanket is great! My granddaughter loves her Hello Kitty!,5
Earlyears Lil Shopper Play Set,"My 8 month old likes to shake the milk carton and chew on the crinkly banana.  Since he likes soft toys made from this type of fabric, I knew he would enjoy his bag of fruits and veggies :-)",4
"Simple Wishes Hands-Free Breastpump Bra, Pink, XS-L","Was very good for keeping the breast pump in place and keeping me covered! However, it's really cumbersome to put on until you get the hang of it, and I couldn't wear it to work because it makes my breasts l",4
"American Baby Company Waterproof Quilted Cotton Multi-Use Pad , White",We got it for our daughter to use with her daughter. Our daughter is delighted with it. It is very light and cleans easily. Recommends it to any one with small children.,5
Gummee Glove Teething Mitten Blue,"Great idea for infants! Infants love to explore with their hands and mouth, therefore having a secured toy on their hand, assures no germs and no constantly picking up a toy. The teething ring itself is PBA free, making it healthy. The crinkle patch is nice, thinking it would be nice on both side. It's machine washable and comes with a bag, which also helps out to keep it clean and germ free. It can be a little hard to put on the hand.",3
Philips Avent 3 Pack 9oz Bottles,"I found these bottles to be very frustrating.  If the cap wasn't put on just right the bottle would leak horribly.&#60;br /&#62;Even if I did get the cap on without leakage, all my 5 month old had to do was bump the cap causing it to move a fraction of an inch and formula would be dribbling all over him.  Then I would have to stop feeding, take off the cap, put on the nipple cover and put back on the bottle in order to get it closed just right again.  The only reason I tried them was because I needed a wide mouth bottle with a medium flow nipple.  These are definately not worth the money. If I could, I would rate them a negative 10.  I find Playtex Disposable bottles to be the best......if only they had a medium flow nipple.",1
"Fisher-Price Musical Mobile, Rainforest Peek-a-Boo Leaves","This is a cute mobile and seems worth the price. As others have mentioned, the music is a bit quiet but it's a nice volume for going to sleep and I think it sounds a bit louder for the baby, who is closer to it. Our daughter enjoys it and she was 4 months old when we bought it. This is the second mobile we've purchased and we chose this one because our other one needs to be hand-wound and only plays for a couple of minutes. I like that this one plays longer so keeps her entertained longer. Our baby also likes to watch the light that this shines when she's going to sleep.",4
"Britax Pavilion 70-G3 Convertible Car Seat Seat, Biscotti",I love everything about this carseat. We had to switch our 8 month old to a convertible because she was too long for the Britax B-safe (also highly recommend). This carseat leaves me without a doubt in my mind that she is safe. It has reinforced steel bars on both sides of her body and it is cushiony in the seat for her comfort and safety. It is hard enough to buckle and unbuckle that I never have to worry about her unbuckling herself. The straps are easy to adjust. The BEST part about this carseat for us is that it fits in our 2008 Honda Civic sedan with the seat pushed all the way back with about an inch to spare between the seat and the carseat. I love Britax products!,5
Boon Squirt Baby Food Dispensing Spoon in Pink,"pros:  i can use my free hand to do other stuff (e.g. wipe my baby's mouth or hold his hands so he's not sucking on them), easy to clean - just twist the bottom off and any standard bottle brush should fit inside, no bowl needed, no mess, wonderful for store bought baby food (e.g. gerber)cons:  can't use anything lumpy (e.g. oatmeal or rice cereal), a little pricey, i like the overall spoon shape better onDr. Brown's Long Spatula Spoonbecause it's easier to wipe my baby's mouth with",5
Bright Starts Bouncing Buddies Cradling Bouncer in Blue,"I bought this bouncy seat for my babysitter.  The one we have at home was twice as expensive and our daughter (3 months) seems to like them equally.  The quality is just fine -- nothing special, but it does what it is supposed to do, and you can't beat the $25 price tag!  My biggest complaint is the the toy bar comes off very easily.  With the Fisher Price seat that I have at home, I can pick it up to move it by the toy bar (without the baby in it).  I can't do that with this seat -- the bar pops right off.",4
"Munchkin Twisty Teether Ball, Colors May Vary",this is a really good teether toy.  we bought one but got tired of moving it from the car to the house along with the baby.  so i bought another one to leave in the car.  this is the best teether toy i've found so far and he loves it.,5
"Carters Keep Me Dry Flannel Bassinet Pad, Green/Yellow","This is a great product, works perfect with the pack and play. I would highly recommend this. Washes up very nicely!",5
"Kissa's Pail Liner, White","i keep this bag in a trash can with a pop up lid. It keeps the smell out. it can hold a lot of diapers! i wash every other day so it doesn't even get full, there is plenty of room for at least three or four days of diapers. I just wish it came in other colors!",5
"green sprouts Wooden Brush and Comb Set, Natural","I love the wood handles, but the hair brush bristles are more like a paint brush bristles, very soft. They work great for newborns who have such soft eard and very little hair, but not with babies/children who have more hair.",4
DaVinci Emily 4 Drawer Dresser - Honey Oak,"Unfortunately, I am not too satisfy. I received the dresser yesterday and just got to open it. The dresser came broken. The top wooden board has a crack across. I did noticed the box looked a bit mistreated, But I did not think that it was going to affect the dresser. I had my husband order it through his account for our daughter and since he is overseas, I asked him If this box was sent all the way from there, since it came in such a bad shape. He blames me for being such an Amazon Fanatic! Now he is working on getting it returned, and trying to see if they can send us a new one. Hopefully it comes in good condition.",2
Baby Bella Maya Infant Car Seat Cover Pink Leopard,Amazing quality and everyone that sees it just adores it. I have several Baby Bella items and they please everytime. Plus I've washed it a dozen times and it honestly looks brand new still.,5
"Samsung SEW-3037W Wireless Pan Tilt Video Baby Monitor Infrared Night Vision and Zoom, 3.5 inch","We got this monitor as a gift from our baby registry.  It was great for the first couple of months.  Then all of the sudden, the sound stopped working.  The VOX setting has also stopped working, so now when the baby is moving or crying, we don't hear anything nor does it light up.  We can still see her if we push the button to turn it on, but can't hear anything going on in the room. I'm hoping to get a replacement, but waiting on the response from customer service.",1
Kidkusion Hearth Kushion Taupe,"These protect the edges of the fireplace where covering but unfortunately does not cover my entire fireplace at all. The fireplace is average size so I was surprised. Other than that, they stick nicely.",4
"Nuvo Ritmo Pregnancy Sound System, Black","The Ritmo works great.  I wasn't sure if I would hear it myself and I realized that I just need to play it at one of the lowest levels on my Ipod so I can't hear it but sound still comes out.  I assume the baby doesn't want to blow it's ear drums yet.  My husband connected 2 cords and I charged the tiny (ipod shuffle size) machine for 14 hours and I was ready to go.  It has an extender for when I get really big.We bought this primarily to get the baby used to sounds that we could control.  We heard from multiple new parents that the only thing to calm their infants were sounds they were used to hearing, examples: shower, car motor, hair dryer, etc.  We are thinking that if we could get the baby used to some classical music and lullaby renditions of the beatles that we could then just play the same playlist and be able to calm our future baby.  This may be wishful thinking but for this price it's worth the risk to get a few more hours of sleep later on.",5
"Redmon For Kids Pre-Teen Beach Chair with Multiple Colored Umbrella, Purple",Fun chair.,5
Kleenex Cottonelle Fresh Flushable Moist Wipes - 346 ct,"These items are neat little towelettes that normally come in a handy little plastic container, and this is the family-sized package that includes the tub, six refills, and 10 purse-sized travel packs. They are very handy, and work wonders for insuring cleanliness. Personally, I now consider them a necessary part of my toiletries!On the down side, flushing these things *can* result in plumbing problems, as I experienced. Apparently, if your sewer line is relatively new and clear, they should give you no problems. But, if your system has any place in it where things can collect, you will face problems. According to the plumber, toilet paper begins to break down quite quickly, but these towelettes can take over a month to do so.So, overall, I do like this product, and I recommend it. I just recommend that if you live in an older house, that you do not flush them.",4
"Juno Blu Phoenix Breast Pump Case, Celadon","This fits my Medela Pump In Style pump perfectly.  I got my pump through insurance and it came with a hideous tan bag (not the tote, backpack or messenger bag, the hideousness is indescribable :)  I got this case to put the pump motor in and then I put the rest of the parts in another bag and I'm cool again. :)  But seriously, for $30 I'm very happy with it.I can see why another poster was annoyed that she needed to buy this piece and the bag by the same company as the bag didn't have the Velcro to hold the motor. The bag is expensive enough it should have the Velcro.  I just got his tiny case though and for the money I am very happy.",5
"Skip Hop Pacifier Pocket, Red",i got this in my baby registry. i can't say that i won't use it. i will. you just have to be careful as the clasp closer isn't so strong. i can see it getting lost in my future.,3
Cosmos &reg; Milky White Table Edge Soft Guard with 4 Corners with Cosmos Fastening Strap,"Exactly what I needed.I had bought a desk on the cheaper side to study. The edges were very sharp and painful so I couldn't rest my arms on them, and God forbid my knee happens to hit the side of the lower drawer.This product really does the job. The application was very quick and simple, the adhesive is holding pretty well. It is no longer remotely painful and the area is very well cushioned. The angles are very useful not only for the angles of the desk but I even applied one to the angel of the lower drawer and it is no longer a problem if my knee hits it.The color is off white and matches my beige table perfectly.Great product. Thank you.",5
The First Years Disney Pixar Cars  Rev and Go Potty System,"My son loves everything cars so I bought this add a potty training tool thinking it would help...it can be totallydisassembled and my toddler loves to take it apart several times a day so there's the first downside to this one.it leaks everywhere and splash guard is useless.as a stool it does the job but it's still a bit short for our sink.should have read the reviews hopefully I can save someone some money, don't buy this.",1
Lamaze Play &amp; Grow Pupsqueak Take Along Toy,As advertised and very nice bright colors. It was true to size and nice to have the attachment to clip it on to different items while on the go. I find all of the Lamaze toys were all as advertised. Our family has purchased different animals. My grandson loves them all. Well worth the money,5
"Trend Lab Fleece CribWrap Rail Covers for Crib Sides (Set of 2), Natural, Wide","I'm certain most parents have experienced their 6-12 month old or older teething on the crib and leaving teeth marks.So like any parent, I wanted to prevent my kid from biting the crib altogether.With that said, this product works, but fitting it on larger cribs will be somewhat of a problem. (minor) In my opinion, it's a better alternative to the velcro snapping brands or the ""rubber"" versions. And after about a month of use, my daughter hasn't tried biting the crib anymore. What she did do was lightly teethe on the guards rather than gnaw at them.They're in excellent condition and I actually purchased two of them. I've had them for a total of about 4 or 5 months now and they've held up nicely.For what you're paying, I'd call it a good deal.",4
Baby Trend Universal Double Snap-N-Go Stroller Frame,Love it and that we didn't have to get a full size stroller for twins and that their car seats just fit right on here.,5
Bright Starts Clack and Slide Activity Ball,Great gift for my 12 month old. Lots of fun things to keep her interest and very colorful. She plays with it on car rides and keeps her attention.,5
"Dream On Me Classic Toddler Bed, Cherry","Honestly it was easy to put together although I wish there were holes for the middle legs (they do come with the screws to make the holes but would have been nice to have). It's very sturdy and at a great price.  The only thing is that my little one is a bad sleeper, meaning he sleeps side ways and moves around a lot.  So he was falling off the bed at times lol. I will just have to figure out a good spot for the bed so he doesn't fall off. It's close to the ground but the bad sleeping makes him wake up when he feels like he is falling off.Very excellent bed. I would recommend it to others.",5
"OXO Tot Cup for Big Kids, Aqua","I wanted to have an extra set of dishes for my grandaughter so I bought a set by the same company and this cup. It is great, holds just enough liquid, has a lipped top which helps against spillage.  I really liked it.",5
Infant Bucket Seat Liner Color: Pink,I was so worried about my baby over heating in his car seat. I didn't even think that the plush car seat material would leave him burning up and sweaty but it did. He cried and cried while in the car and it wasnt even in the heat of the summer. I looked everywhere for a solution. I finally found this. It's October in Texas and not that hot but it does seem t keep the baby much cooler.,4
"Lansinoh Soothies Gel Pads, 2 Count","Being new to breastfeeding and having a baby with a small tongue tie as well as latch issues has made for some VERY sore nipples. Thankfully the nurses at the hospital gave me a box of Soothies before I left - putting them on gives me instant relief and makes it possible for me to actually wear a bra or a shirt without being in pain. They are very easy to clean and reuse, plus they can be refrigerated which makes them even more soothing.The only things I don't like are that you have to clean off the residue before you can breastfeed and that they sometimes cling to the nipples when you're trying to take them off, which can be quite painful. But those are minor issues, and I still highly recommend this product.",5
"Harmony Kids Standard Rocker, Hot Pink","Granddaughter loves sitting in her own chair to watch TV at PopPop's house.  I took the rockers off, so she actually has to sit still.  Good quality, it's been in use for a good awhile now and I anticipate it being used for a long time to come.",5
Philips AVENT Newborn Starter Set,"DON'T WAIST YOUR MONEY.  THE BOTTLES LEAK!!!  I CALLED THE COMPANY AND THEY SAID IT WAS MY FAULT.  THEY SAID I PUT THE TOP ON TOO TIGHT.  THEY TOLD ME TO SELL MY BOTTLES TO A COMPANY CALLED """"ONCE UPON A CHILD"""" WEB SIGHT.  I WENT TO PLAYTEX AND I HAVE NOT HAD ONE LEAK.",1
"Stork Craft Aspen Combo Dresser Chest, Natural","I may be overly positive about this because my brother and sister put this together for me.  I had read all the reviews about how hard it was to assemble, and so I had warned them.  It sounded frustrating, for sure... the pictures weren't all correct and it took a long time, but they did not have to drill any additional holes or anything.  We were missing on piece to screw in one of the drawer knobs, so we did have to go to the hardware store for that.  One other minor complaint... be prepared for the changing pad to take up alot of the space on top... I thought I would have more room for other things.All that said, I really like this piece of furniture.  It's beautiful.  The day after it was put together, the dog jumped up against it and scratched it, but it's nearly impossible to see, which is a good thing for furniture in a child's room.  It feels very sturdy and the drawers are a good size.",5
"The First Years True Fit Convertible Car Seat, Monet","The only reason I did not give this car seat 5 stars is because it is not set up the best for rear facing. When you have it in the rear facing position, it makes it nearly impossible to reach the strap and leaver to tighten or loosen the straps.  The positioning of the strap and leaver are made for accessing it in the forward facing position.  We had to rig up an extra long string and run the strap underneath the car seat to be able to tighten the straps - and even by doing this, it made it really difficult to easily tighten or loosen the straps.  Besides this minor annoyance, everything else about this car seat is fantastic. Our son is 9 months old and 19 pounds, so it will only be a few more months until we can turn it around and not have to deal with the strap issue. I love the safety rating this car seat has, and it is very cozy and cushy for our little on. Nice fabric and color, very good quality. Very easy to snap into place. We used a rolled up towel to stick under the foot end to tilt the seat back a bit so that our son's head did not flop forward or to the side when he falls asleep.  Again, I think this will be aleviated once we turn it forward facing. Good quality for the money. I would definitely recommend it to others.",4
Dreambaby Soft Potty Seat - Blue,Got this as a spare to use in our second bathroom but it's got a big bump right in the front - maybe meant to block pee? - so my 2.5 year old daughter isn't quite tall enough to sit herself on the potty by herself. Kinda bummed.,3
Haba Ladybug Pacifier Chain,"I love Haba products & this pacifier holder is another winner from Haba.  It is beautifully crafted and the colors are vibrant. The clasp is strong & the length of the chain is just right - not too long to be tangly & not too short to limit its functionality.  I deducted one star because I was hoping to use it with all the various pacifiers I have, however it does not work with pacifiers without a &#34;handle&#34; in the front. I ended up buying one of the Heimess brand pacifiers; which works even with pacifiers without the &#34;handle&#34; in the front.",4
"The First Years True Choice P400 Premium Digital Monitor, 2 Parent Unit","[APRIL 18, 2011--If you did not find this review helpful, I would sincerely appreciate your leaving a comment letting me know why. I spent an hour of my time working with this product and would appreciate a moment of yours! Thank you.]My ""baby cycle"" stretched from 1988 through 1992, but my consumer electronics experience spans a much greater range of years. For my children, it was a great innovation to have a monitor in the nursery, with a portable receiver powered by AA batteries. That receiver was on my belt many an afternoon and many an evening when my kids were infants.""The First Years,"" a fairly respected brand, offers their ""P400"" set to get both caregivers in on the monitoring action.. This unit is packaged to show well in a discount department store's nursery department, where it will be enticing to those looking for modern (hey! it's digital) shower gifts. A wedge-shaped cardboard package encloses a sandwich of form-fitting PET plastic, which recycles as No. 1 along with soda bottles and milk containers. It may not be Amazon-style minimal packaging, but it works for point of sale without being difficult to open.Once you open it, you'll find the abomination of world electronics: three plastic units (one labeled ""child,"" which is the main transmitter), and two labeled ""parent."" Along with that, you'll discover two battery packs with pigtail connectors (the same kind used in cell phones and game controllers), and no less than THREE identical white ""wall wort"" transformer power units, each with spindly wire leading to an adapter plug. For parents settling a nursery, this is a lovely introduction to the world of child electronics--a world which never offers enough wall outlets for all the bulbous, outsize transformer blocks seeking a home.I would love to offer some good ""stars"" for this product, but I cannot for two reasons:1. The ""child"" unit was dead on arrival. I'll note that you can use a screwdriver (as you'll have to for the other two units) to reveal a space for three AAA batteries that can be used as a temporary, power failure backup. But, the manufacturer admits that the transmitter will eat those batteries pretty quickly, and discourages you from using them as the prime source. There's also a mounting hole that will accept a #8 pan head screw at least 3/4-inch long, as long as you happen to have one of those lying around.2. In what I can only call a design failure, the ""parent"" units have a jack for the recharging plug. But that recharging plug also fits perfectly into a second jack meant for a headphone plug. That seems to violate any sense of good consumer product design. The manufacturer acknowledges the mistake by slipping in an errata sheet warning against using the wrong jack, but I sure missed it when I was testing these.The design seems to borrow from cordless digital telephones that communicate with each other--allowing any of the units to communicate with each other, or one with the other two. But sadly, I have to leave it to other reviewers to say whether this technology works. Personally, I think that pressing an intercom button to ""soothe a child"" (as it says in the instructions) sounds like it could encourage negligent behavior or actually wake the child all the way. But as I said at the top, I'm old-school about stuff like that.I do not recommend this product, as I think it was poorly designed and would leave parents with a tangle of cords and gadgets to organize.",1
Carter's I Love My Mom Baby Boy's Bear Blankie,"Perfect, was a little pricey, but Grandson had lost a blankie while on vacation, and this one was exactly like it.",5
Wubbanub Infant Pacifier ~ Black Kitten,My grandaughter was born premature and the hospital gave her this type of pacifier.  I ordered the kitten as an extra.  It's adorable and she loves it.  Great gift to give at a baby shower.,5
Podee Double Pack Feeding System,"These bottles are quite convenient for my baby when he is toddling around the house and just wants to have a sip every once in a while. He doesn't have to strain his neck tipping back for a normal bottle. He took to it quickly and I get tons of comments from people on how great of an idea it is.  A few of my other mommy friends have invested in these as well.My only beef is that it leaks, a lot. If the nipple is at all upside down, say when the baby falls asleep in his car seat, I am left with a messy cleanup. I have tried different nipples by another brand and they seem to keep the leakage down a tiny bit, but not much. Hopefully this is a design flaw they can fix in the future. But soon I won't be needing them anymore :)",4
"Pampers Swaddlers, Size 2, Economy Plus Pack, 184 ct","I love these diapers.  They are absorpent, comfortable, quiet and soft.  Tell Pampers to make this same type in bigger sizes.  Even a one year old would prefer a SOFT diaper!:)",5
Flower &amp; Bee Wallables,I bought these for my nursery before my daughter was born. In her room I did a bugs/butterfly theme. It came out so adorable that I still get compliments on it.,5
"Skip Hop Zoo Safety Harness, Monkey",Very cool............,5
"Sassy On The Go Formula Dispenser, Colors May Vary",I love this dispenser.  At first I was a little leery because it looked like the formula didn't stay put in its section but as long as you have the opening over the biggest part it is fine.  I see another user said it is hard to get out and it spills.  I just rest it on top of the bottle opening and jiggle it side to side and it works fine for me.  I have the other brand dispenser (forget the name) and that one does not keep the formula in its compartments at all.I have been really happy with this dispenser and I have been using it for 8 months. I'm so glad this is on the market wish I had had one with my other children.,5
Hello Kitty Baby Pacifier Leash Holder Strap with Cover (No Metal Clips for Safety),"Should have wrote this along time ago, but im just now getting around to it. This product is very cute, and it protects the pacifier. The only down fall is that it ripped very easy only after a few weeks, I just ended up going back to the normal pacifier holders.",2
Fisher-Price Papasan Cradle Swing -  Nature's Touch N1973,"I had recieved this swing for a gift off my registry list, and what a choice it was.  I am completely happy with the swing.  My son was born in April and weighed 7 lbs 7 oz.  He was very small, but we began using the swing right away.  It is the only way he would sleep when he was not laying with me.  As he has grown the swing is still his number one choice to sleep in. He is now much bigger, about 16 lbs and 26 inches long.  His feet are begining to dangle over the end.  He still loves to look at himself in the mirror and watch the birds go around his head.  He enjoys the toys that are attached and I have made some modifications to them by adding link-a-dos with toys so that he has a variety to choose from.  He mostly likes the laying down position.  I have recommended the swing to many people looking in the store.  I swear by the swing.  If them made if for adults I would buy one for myself.  I think this swing, in comparisions to the ones my friends have, is way better than any other on the market.",5
Baby Einstein Take Along Tunes,"I bought this toy for my 4 month old on the recommendation of a friend who's child also had one and loved it. When I came back today to write my review, I noticed that it is ""not recommended for children under 3"" because of a choking hazard? I don't see it as a choking hazard (only if it were broken, I suppose), and probably not a toy a 3+ year old would be interested in.The sound quality is good and the lights are fun, but the run time is pretty short. My 4 month old would rather chew on it, and isn't quite able to press the button herself when the song is over. it's nice and lightweight to take along with us but I wouldn't say it's as great as other reviewers. Maybe as she gets older we'll get more use out of it.",3
Fisher-Price Step &amp; Play Piano,the only thing to say about this is BUY IT!!!!!!!!!!!! this is so much fun!!!!!!! it has and does everything and more!!!!!!,5
"Britax Marathon 70-G3 Convertible Car Seat, Onyx","Easy to install, takes up less room than the infant carrier I had in my small suv. Can be used to forward when the time comes.",5
"Flensted Mobiles Nursery Mobiles, The 4 Viking ships","My grandson was referred to as the ""little viking"" when he was in utero.  Now that he is one, this mobile will hang in his play room.  Very cute and unique!  I'm pleased with the purchase.",4
"American Baby Company Heavenly Soft Chenille Porta-Crib Sheet, Celery","Super soft sheet!!!! Although it says &#34;chenille&#34; it is actually stretchy velour/velvet. Not chenille, which is rough. I like it much better than the regular crib sheets, its a lot cozier. Also, this is for a mini-crib or a pack-n-play, not a regular sized crib.",4
Exergen Temporal Artery Thermometer MODEL# TAT-2000C,I had higher hopes for this product.  It is a bit cumbersome on a small forehead/temporal area to use and it is not that accurate.  I usually do it 3 times and take an average.  I also do it on myself to be sure it is measuring correctly.  If you can use a good old oral or rectal themometer they are much more accurate.,3
"OXO Tot Tub Kneeling Mat, Blue",This mat is great. My knees are comfy and it folds and hangs on a storage hook or the door knob. Perfect!,5
North States Superyard 3 in 1 Wood Gate,"I love the metal version of this- it's extremely sturdy and does a excellent job keeping my crawling, standing 9-month old secure even when not attached to the wall or configured as a play yard.  However, this version wood is much lighter and can't be used in this manner- it would be extremely easy for him to move it.",2
"Fisher-Price Newborn Rock 'n Play Sleeper,  Rainforest Friends","every single one of my friends with babies recommended some version of the rock n' play.  we used it the day our son got home for the hospital, and he just loves it.  this version has the vibration option and i am SO happy i made sure to get that, he calms down immediately as soon as we turn that on.  Also, the pattern is really cute.  i would recommend this to anyone!",5
Mommy's Helper Kid Keeper,"Hi All,The little helper harness is great.  I can keep my granddaughter  (18 months)  in close range, and even keep her from falling down if she trips.  Just what I was looking for.  lois, Mahwah, NJ",5
"Thermos Dual Compartment Lunch Kit, Dora The Explorer","Awesome product! Durable. I love the two compartments and the plastic container that comes in the bottom. This has worked out great for my 3 year old. It holds a sandwich, banana, two drink boxes, an apple and other snacks. Great buy and price!",5
Dream On Me 3&quot; Portable Crib Mattress,"I got this for my dog because it is vinyl and waterproof, I just take the sheet off and wash it and wipe down the bed. Much cheaper than a regular dog bed! I got the fitted sheet for it at Target for $10",5
"Pet Yard Plastic Exercise Pen Expansion Panel, 2-Piece, Gray","I bought two and made this into a baby bed for our new puppy because she banged around all night when we put her in a crate.  Now, she literally sleeps like a baby.  We actually get to sleep all night and it is wonderful!  Super fast shipping too!",5
"Liying New Designed Fashional Colourful Portable Foldable Rechargeable Eye Protective 24 Leds Charging Table Desk Lamp Light with 800mah Battery - for Reading, Studying, Working, Camping, etc. (green)",Mine did not work right out of the box. The switch seems to be bad. It is cheaply built and I would not recommend it to anybody. Do not buy this item.,1
Safety 1st Heavenly Dreams White Crib Mattress,This could have been better it was a little on the flimsy side and we had to get a replacement.,2
Cosco Alpha Omega Elite Convertible Car Seat,im very happy with this carseat. it has everything that i need in it and its very easy to clean and looks very comfortable. we had an older version of the omega elite that had a overhead where you down and just click which worked great but when our daughter got older she learned how to get out of it every time no matter much i tighten the straps so i went shopping for a new carseat and found this one it had good and bad reviews and seems like everyone was complaining about the size of this carseat.  truthfully i think its just perfect. i drive a chevy avalanche and it is just the right size for it. granted if we had to make it rearfacing it would be too big but i dont think that any carseat that is convertable would fit nicely unless you drive a mini van. plus my daughter loves the feature with the cup holder. and most importantly it keeps her in her carseat now and she cant figure out how to get of of this one since its a 5 point and you have to unbuckle two instead of one. so i think this is a great one and i have a 1 month old now and once he gets old enough or he gets to be 20 lbs then im buying another one.,5
Maclaren Mark II Stroller Midnight Navy,"Bought for my 3 year old, 33 lb, 33&#34; son, to take on trip to Europe.  We've been trying it out at malls and general suburban walks.  Had it about two weeks.It is equally as sturdy as my full sized Britax and baby trend jogger I purchased a few years ago.  Wheels are solid and suspension is smooth.  Love the height of the handles.  The handles are a bit harder plastic than I expected.Very easy to collapse and set up.  Carrying strap is great.  Best thing is how sturdy, light and compact this is.  Wish I would have invested in it sooner.Wish I would have purchased the cup holder!",5
Diaper Dekor Plus Diaper Pail System,"We were doing way too much comparison shopping on Diaper Pails, if you're doing the same, here is what you need to know about this one:1. You can't smell old diapers2. Easy to throw out the used bag and simple to get the next one readyWe throw out the bag every 2-3 days, and you can't smell anything.  I haven't left them in there much longer, and you probably won't either.Get this product if you're looking for an affordable diaper pail that traps odors and is easy to deal with.We've purchased the replacement bag inserts, and they're easy to put in and get going.This really is a 5 star product.",5
